iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;21:31:33;21:31:33;21:31:33;21:31:33;21:31:33;21:31:37;21:31:37;21:31:37;21:31:37;21:31:37;21:32:22;21:32:22;21:32:22;21:32:22;21:32:23;21:32:23;21:32:35;21:32:35;;00:00:00;00:00:03;00:00:03;00:00:00;00:00:45;00:00:00;00:00:00;00:00:12;00:01:02
